Name	Meta	main_role	sub_role	Function	locus_tag
	Metabolism	Transport and binding proteins	Unknown substrate	probable transporter	PA1051
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA1108
	Metabolism	Transport and binding proteins	Unknown substrate	probable ATP-binding/permease fusion ABC transporter	PA1113
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA1131
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA1144
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA1212
	Metabolism	Transport and binding proteins	Unknown substrate	conserved hypothetical protein	PA1231
	Metabolism	Transport and binding proteins	Unknown substrate	probable multidrug resistance efflux pump	PA1237
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA1282
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA1286
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA1316
	Metabolism	Transport and binding proteins	Unknown substrate	probable transporter	PA1419
	Metabolism	Transport and binding proteins	Unknown substrate	probable ATP-binding component of ABC transporter	PA1425
	Metabolism	Transport and binding proteins	Unknown substrate	probable Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor	PA1435
	Metabolism	Transport and binding proteins	Unknown substrate	probable Resistance-Nodulation-Cell Division (RND) efflux transporter	PA1436
	Metabolism	Transport and binding proteins	Unknown substrate	probable transporter	PA1491
	Metabolism	Transport and binding proteins	Unknown substrate	probable transporter	PA1497
	Metabolism	Transport and binding proteins	Unknown substrate	probable transporter	PA1519
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA1569
	Metabolism	Transport and binding proteins	Unknown substrate	probable transporter	PA1650
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA1848
	Metabolism	Transport and binding proteins	Unknown substrate	probable secretion protein	PA1877
	Metabolism	Transport and binding proteins	Unknown substrate	probable transporter	PA1882
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA1908
	Metabolism	Transport and binding proteins	Unknown substrate	probable ATP-binding component of ABC transporter	PA1964
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA1993
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA2006
mexY	Metabolism	Transport and binding proteins	Unknown substrate	Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexY	PA2018
mexX	Metabolism	Transport and binding proteins	Unknown substrate	Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexX precursor	PA2019
	Metabolism	Transport and binding proteins	Unknown substrate	probable transporter (membrane subunit)	PA2042
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA2114
	Metabolism	Transport and binding proteins	Unknown substrate	probable transporter	PA2135
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA2210
	Metabolism	Transport and binding proteins	Unknown substrate	probable permease of ABC transporter	PA2307
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA2314
	Metabolism	Transport and binding proteins	Unknown substrate	probable permease of ABC transporter	PA2327
	Metabolism	Transport and binding proteins	Unknown substrate	probable ATP-binding component of ABC transporter	PA2329
	Metabolism	Transport and binding proteins	Unknown substrate	probable permease of ABC transporter	PA2351
pvdR	Metabolism	Transport and binding proteins	Unknown substrate	PvdR	PA2389
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA2472
mexE	Metabolism	Transport and binding proteins	Unknown substrate	Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexE precursor	PA2493
mexF	Metabolism	Transport and binding proteins	Unknown substrate	Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexF	PA2494
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA2500
muxC	Metabolism	Transport and binding proteins	Unknown substrate	MuxC	PA2526
muxB	Metabolism	Transport and binding proteins	Unknown substrate	MuxB	PA2527
muxA	Metabolism	Transport and binding proteins	Unknown substrate	MuxA	PA2528
	Metabolism	Transport and binding proteins	Unknown substrate	probable transport protein	PA2558
	Metabolism	Transport and binding proteins	Unknown substrate	probable transporter	PA2653
	Metabolism	Transport and binding proteins	Unknown substrate	probable permease of ABC-2 transporter	PA2678
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA2701
	Metabolism	Transport and binding proteins	Unknown substrate	probable permease of ABC-2 transporter	PA2811
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA2835
	Metabolism	Transport and binding proteins	Unknown substrate	probable secretion protein	PA2836
	Metabolism	Transport and binding proteins	Unknown substrate	probable ATP-binding component of ABC transporter	PA2857
	Metabolism	Transport and binding proteins	Unknown substrate	conserved hypothetical protein	PA2858
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA2933
	Metabolism	Transport and binding proteins	Unknown substrate	probable tolQ-type transport protein	PA2983
	Metabolism	Transport and binding proteins	Unknown substrate	probable ATP-binding component of ABC transporter	PA3019
	Metabolism	Transport and binding proteins	Unknown substrate	probable transporter	PA3039
	Metabolism	Transport and binding proteins	Unknown substrate	probable secretion protein	PA3136
	Metabolism	Transport and binding proteins	Unknown substrate	probable ATP-binding/permease fusion ABC transporter	PA3228
	Metabolism	Transport and binding proteins	Unknown substrate	probable permease of ABC transporter	PA3252
	Metabolism	Transport and binding proteins	Unknown substrate	probable permease of ABC transporter	PA3253
	Metabolism	Transport and binding proteins	Unknown substrate	probable ATP-binding component of ABC transporter	PA3254
	Metabolism	Transport and binding proteins	Unknown substrate	probable transporter	PA3264
	Metabolism	Transport and binding proteins	Unknown substrate	probable transporter	PA3265
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA3303
	Metabolism	Transport and binding proteins	Unknown substrate	conserved hypothetical protein	PA3304
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA3336
	Metabolism	Transport and binding proteins	Unknown substrate	probable ATP-binding component of ABC transporter	PA3447
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA3467
	Metabolism	Transport and binding proteins	Unknown substrate	hypothetical protein	PA3473
	Metabolism	Transport and binding proteins	Unknown substrate	putative periplasmic substrate binding protein	PA3520
mexQ	Metabolism	Transport and binding proteins	Unknown substrate	MexQ	PA3522
mexP	Metabolism	Transport and binding proteins	Unknown substrate	MexP	PA3523
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA3573
glpF	Metabolism	Transport and binding proteins	Unknown substrate	glycerol uptake facilitator protein	PA3581
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA3595
mexK	Metabolism	Transport and binding proteins	Unknown substrate	MexK	PA3676
mexJ	Metabolism	Transport and binding proteins	Unknown substrate	MexJ	PA3677
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA3709
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA3718
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA3749
	Metabolism	Transport and binding proteins	Unknown substrate	putative periplasmic substrate binding protein	PA3779
	Metabolism	Transport and binding proteins	Unknown substrate	hypothetical protein	PA3780
	Metabolism	Transport and binding proteins	Unknown substrate	conserved hypothetical protein	PA3892
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA3926
aqpZ	Metabolism	Transport and binding proteins	Unknown substrate	aquaporin Z	PA4034
	Metabolism	Transport and binding proteins	Unknown substrate	probable ATP-binding component of ABC transporter	PA4064
	Metabolism	Transport and binding proteins	Unknown substrate	hypothetical protein	PA4065
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA4096
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA4113
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA4126
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA4136
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA4187
mexH	Metabolism	Transport and binding proteins	Unknown substrate	probable Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor	PA4206
mexI	Metabolism	Transport and binding proteins	Unknown substrate	probable Resistance-Nodulation-Cell Division (RND) efflux transporter	PA4207
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA4233
	Metabolism	Transport and binding proteins	Unknown substrate	probable major facilitator superfamily (MFS) transporter	PA4343
pyeM	Metabolism	Transport and binding proteins	Unknown substrate	PyeM	PA4355
mexV	Metabolism	Transport and binding proteins	Unknown substrate	Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexV	PA4374
mexW	Metabolism	Transport and binding proteins	Unknown substrate	Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexW	PA4375
dppA3	Metabolism	Transport and binding proteins	Unknown substrate	probable binding protein component of ABC transporter	PA4500
	Metabolism	Transport and binding proteins	Unknown substrate	probable permease of ABC transporter	PA4593
	Metabolism	Transport and binding proteins	Unknown substrate	probable ATP-binding component of ABC transporter	PA4594
